,zipcode,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017_Median,2014_Median,CAGR_3,2020_CAGR3,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03,2026-04,2026-05,2026-06,2026-07,2026-08,2026-09,2026-10,2026-11,2026-12,2027-01,2027-02,2027-03,2027-04,2027-05,2027-06,2027-07,2027-08,2027-09,2027-10,2027-11,2027-12,2028-01,2028-02,2028-03,2028-04,2028-05,2028-06,2028-07,2028-08,2028-09,2028-10,2028-11,2028-12,2029-01,2029-02,2029-03,2029-04,2029-05,2029-06,2029-07,2029-08,2029-09,2029-10,2029-11,2029-12,2030-01,2030-02,2030-03,2030-04,2030-05,2030-06,2030-07,2030-08,2030-09,2030-10,2030-11,AR_2017,AR_2018,AR_2019,AR_2020,AR_2021,AR_2022,AR_2023,AR_2024,AR_2025,AR_2026,AR_2027,AR_2028,AR_2029,AR_2030,Best_2020
0,10025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798600.0,798800.0,801500.0,804600.0,814900.0,828300.0,835700.0,849300.0,858100.0,854000.0,834800.0,821700.0,830300.0,853700.0,868300.0,875200.0,882200.0,892400.0,905000.0,924000.0,934400.0,932100.0,927500.0,923600.0,907900.0,890900.0,883400.0,896100.0,923900.0,952900.0,964600.0,972500.0,973800.0,973400.0,966500.0,966800.0,967100.0,974800.0,976800.0,976100.0,973700.0,974500.0,973200.0,966400.0,950400.0,933300.0,920900.0,909400.0,891400.0,873300.0,858800.0,850200.0,842800.0,834000.0,828800.0,821400.0,813900.0,813300.0,821500.0,831700.0,845100.0,854500.0,858900.0,859200.0,863500.0,876000.0,886100.0,890000.0,894200.0,901800.0,909500.0,913300.0,907400.0,900000.0,897700.0,896300.0,892300.0,890400.0,888600.0,891700.0,899500.0,904400.0,908200.0,914000.0,915100.0,912300.0,914000.0,921100.0,923300.0,917300.0,915000.0,922800.0,929100.0,937700.0,955700.0,974200.0,995500.0,1019500.0,1035100.0,1054900.0,1079900,1092600,1103500,1118800,1139300,1154600,1144100,1120300,1125500,1136000,1135100,1130000,1138200,1153700,1174800,1185400,1188400,1189700,1193700,1199900,1201400,1202600,1214200,1235200,1258000,1287700,1307200,1313900,1317100,1327400,1338800.0,1350400.0,1356600.0,1358500.0,1364000,1373300,1382600,1374400,1364100,1366300,1354800.0,1327500,1317300,1333700,1352100,1390000,1431000,1333700.0,1141150.0,5.334783150830957,1558739.5960215572,1456663.6651698959,1460429.7569246297,1465172.1156761874,1469648.5976494064,1474197.4885655579,1478726.6596135458,1483261.2011749626,1487794.2801295174,1492327.7574107614,1496861.1262116234,1501394.5245560575,1505927.9148545885,1510461.3073443423,1514994.699237338,1519528.091292855,1524061.483304111,1528594.8753274211,1533128.2673474483,1537661.6593683695,1542195.0513890472,1546728.4434097912,1551261.8354305173,1555795.2274512483,1560328.619471978,1564862.011492708,1569395.4035134378,1573928.7955341677,1578462.1875548975,1582995.5795756273,1587528.9715963572,1592062.363617087,1596595.7556378169,1601129.1476585467,1605662.5396792765,1610195.9317000064,1614729.3237207362,1619262.715741466,1623796.1077621959,1628329.4997829257,1632862.8918036555,1637396.2838243854,1641929.6758451152,1646463.067865845,1650996.459886575,1655529.8519073047,1660063.2439280346,1664596.6359487644,1669130.0279694942,1673663.419990224,1678196.812010954,1682730.2040316837,1687263.5960524136,1691796.9880731434,1696330.3800938732,1700863.772114603,1705397.164135333,1709930.5561560628,1714463.9481767926,1718997.3401975224,1723530.7322182523,1728064.124238982,1732597.516259712,1737130.9082804418,1741664.3003011716,1746197.6923219014,1750731.0843426313,1755264.476363361,1759797.868384091,1764331.2604048208,1768864.6524255506,1773398.0444462805,1777931.4364670103,1782464.8284877401,1786998.22050847,1791531.6125291998,1796065.0045499296,1800598.3965706595,1805131.7885913893,1809665.1806121191,1814198.572632849,1818731.9646535788,1823265.3566743087,1827798.7486950385,1832332.1407157683,1836865.5327364982,1841398.924757228,1845932.3167779578,1850465.7087986877,1854999.1008194175,1859532.4928401473,1864065.8848608772,1868599.276881607,1873132.6689023369,1877666.0609230667,1882199.4529437965,1886732.8449645264,1891266.2369852562,1895799.629005986,1900333.0210267159,1904866.4130474457,1909399.8050681755,1913933.1970889054,1918466.5891096352,1922999.981130365,1927533.373151095,1932066.7651718247,1936600.1571925546,1941133.5492132844,1945666.9412340142,1950200.333254744,1954733.725275474,1959267.1172962037,1963800.5093169336,1968333.9013376634,1972867.2933583932,1977400.685379123,1981934.077399853,1986467.4694205828,1991000.8614413126,1995534.2534620424,2000067.6454827723,2004601.037503502,2009134.429524232,2013667.8215449618,2018201.2135656916,2022734.6055864214,2027267.9976071513,2031801.389627881,2036334.781648611,2040868.1736693408,2045401.5656900706,2049934.9577108005,2054468.3497315303,2059001.7417522601,2063535.13377299,2068068.5257937198,2072601.9178144496,2077135.3098351795,2081668.7018559093,2086202.0938766391,2090735.485897369,2095268.8779180988,2099802.269938829,2104335.6619595587,2108869.0539802886,2113402.4460010184,2117935.8380217482,2122469.230042478,2127002.622063208,2131536.0140839377,2136069.4061046676,2140602.7981253974,2145136.1901461273,2149669.582166857,2154202.974187587,2158736.3662083168,2163269.7582290466,2167803.1502497764,2172336.5422705063,2176869.934291236,2181403.326311966,1467410.3566627968,1508194.6110994653,1562595.315482343,1818731.9646535788,1671396.7239798591,1725797.4282286172,1780198.1324773752,1834598.8367261332,1888999.5409748913,1943400.2452236493,1997800.9494724073,2052201.6537211654,2106602.357969924,2158736.3662083168,1818731.9646535788
1,10023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1526800.0,1424500.0,1346600.0,1331300.0,1322500.0,1289300.0,1265400.0,1249700.0,1241100.0,1232700.0,1225500.0,1228200.0,1252600.0,1266100.0,1288700.0,1308100.0,1333000.0,1356400.0,1362000.0,1353600.0,1364000.0,1373900.0,1389600.0,1401600.0,1404100.0,1415800.0,1432400.0,1455400.0,1474200.0,1462300.0,1438300.0,1435500.0,1427800.0,1411200.0,1407400.0,1419700.0,1457400.0,1500800.0,1524900.0,1537800.0,1558700.0,1586100.0,1602300.0,1621100.0,1639300.0,1657400.0,1657400.0,1656100.0,1649400.0,1643400.0,1632400.0,1618200.0,1588300.0,1543600.0,1500800.0,1464200.0,1426100.0,1387300.0,1362600.0,1351700.0,1344300.0,1331800.0,1334800.0,1314200.0,1271900.0,1252300.0,1262300.0,1279200.0,1309000.0,1335300.0,1353800.0,1366400.0,1372100.0,1381300.0,1385000.0,1388100.0,1399100.0,1399800.0,1389300.0,1384700.0,1380900.0,1367900.0,1365400.0,1375100.0,1380400.0,1377000.0,1375100.0,1379000.0,1395200.0,1414500.0,1419000.0,1403100.0,1383200.0,1376700.0,1378200.0,1378700.0,1375900.0,1366700.0,1365500.0,1382200.0,1404700.0,1428000.0,1445700.0,1452900.0,1460100.0,1484400.0,1508400.0,1522800,1538300,1568600,1597400,1622900,1654300,1684600,1713000,1728800,1736100,1745900,1753800,1736600,1730400,1734500,1728700,1720800,1717700,1700100,1680400,1676400,1685600,1708100,1730400,1751800,1778300,1810400,1831600,1844400,1861600,1889600.0,1901500.0,1895300.0,1890200.0,1898400,1924500,1967300,1993500,1980700,1960900,1951300.0,1937800,1929800,1955000,2022400,2095000,2142300,1955000.0,1729600.0,4.167848686350695,2209773.936170212,2164207.4398051,2180863.5437803008,2187823.653275651,2194445.8077615774,2198672.577309084,2203056.2420374844,2206823.886522952,2210692.968939551,2214397.468810956,2218143.983530602,2221845.0225830255,2225561.175267021,2229264.4091737433,2232972.7328719073,2236677.3062834046,2240383.5332300784,2244088.653730701,2247794.3001328823,2251499.6162622846,2255205.097471722,2258910.4792783516,2262615.912472877,2266321.315578163,2270026.7345939083,2273732.144465802,2277437.559246442,2281142.9712409144,2284848.3847463275,2288553.7974012485,2292259.210520529,2295964.6233798764,2299670.0363817895,2303375.449304195,2307080.862270341,2310786.275212154,2314491.68816738,2318197.101115157,2321902.514067046,2325607.9270166536,2329313.339967522,2333018.752917691,2336724.165868247,2340429.5788185885,2344134.991769049,2347840.4047194435,2351545.8176698745,2355251.2306202855,2358956.643570707,2362662.056521123,2366367.469471542,2370072.882421959,2373778.2953723776,2377483.708322795,2381189.121273213,2384894.534223631,2388599.947174049,2392305.360124467,2396010.773074885,2399716.186025303,2403421.598975721,2407127.011926139,2410832.4248765567,2414537.8378269747,2418243.2507773926,2421948.6637278106,2425654.0766782286,2429359.4896286465,2433064.9025790645,2436770.3155294824,2440475.7284799004,2444181.1414303184,2447886.5543807363,2451591.9673311543,2455297.380281572,2459002.79323199,2462708.206182408,2466413.619132826,2470119.032083244,2473824.445033662,2477529.85798408,2481235.270934498,2484940.683884916,2488646.096835334,2492351.509785752,2496056.92273617,2499762.3356865877,2503467.7486370057,2507173.1615874236,2510878.5745378416,2514583.9874882596,2518289.4004386775,2521994.8133890955,2525700.2263395134,2529405.6392899314,2533111.0522403494,2536816.4651907673,2540521.8781411853,2544227.291091603,2547932.704042021,2551638.116992439,2555343.529942857,2559048.942893275,2562754.355843693,2566459.768794111,2570165.181744529,2573870.594694947,2577576.007645365,2581281.420595783,2584986.8335462008,2588692.2464966187,2592397.6594470367,2596103.0723974546,2599808.4853478726,2603513.8982982906,2607219.3112487085,2610924.7241991265,2614630.1371495444,2618335.5500999624,2622040.9630503803,2625746.3760007983,2629451.7889512163,2633157.201901634,2636862.614852052,2640568.02780247,2644273.440752888,2647978.853703306,2651684.266653724,2655389.679604142,2659095.09255456,2662800.505504978,2666505.918455396,2670211.331405814,2673916.7443562318,2677622.1573066497,2681327.5702570677,2685032.9832074856,2688738.3961579036,2692443.8091083216,2696149.2220587395,2699854.6350091575,2703560.0479595754,2707265.4609099934,2710970.8738604113,2714676.2868108293,2718381.6997612473,2722087.112711665,2725792.525662083,2729497.938612501,2733203.351562919,2736908.764513337,2740614.177463755,2744319.590414173,2748025.003364591,2751730.416315009,2755435.829265427,2759141.242215845,2762846.6551662628,2766552.0681166807,2770257.4810670987,2773962.8940175166,2777668.3069679346,2191134.730518614,2227412.792220382,2271879.439529855,2481235.270934498,2360809.3500459148,2405274.30545093,2449739.2608559453,2494204.216260961,2538669.1716659763,2583134.127070992,2627599.0824760073,2672064.037881023,2716528.9932860383,2759141.242215845,2481235.270934498
2,10128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926300.0,940500.0,953700.0,966800.0,972300.0,978900.0,984700.0,984300.0,980400.0,993200.0,1016800.0,1025500.0,1018900.0,1024300.0,1042400.0,1060800.0,1063400.0,1049400.0,1029400.0,1017800.0,1020500.0,1033500.0,1049700.0,1067900.0,1086700.0,1100500.0,1115100.0,1142000.0,1178800.0,1196200.0,1200200.0,1218700.0,1243300.0,1241000.0,1226400.0,1218200.0,1200800.0,1188000.0,1179600.0,1157300.0,1118700.0,1085800.0,1050800.0,1019200.0,993700.0,981400.0,971200.0,961700.0,957500.0,959300.0,969400.0,985400.0,983700.0,983400.0,1007600.0,1023000.0,1010500.0,1006800.0,1019400.0,1026900.0,1023800.0,1014900.0,992800.0,974500.0,965200.0,963200.0,959200.0,964400.0,975700.0,988600.0,998000.0,1019700.0,1045500.0,1064200.0,1066000.0,1057500.0,1058600.0,1069600.0,1068700.0,1054500.0,1045000.0,1043400.0,1050300.0,1050500.0,1050700.0,1059700.0,1079600.0,1091600.0,1106100.0,1121700.0,1139900.0,1153100.0,1174400.0,1182500.0,1170800,1166000,1172700,1171800,1173000,1187000,1200200,1209600,1214800,1218800,1221200,1230500,1243500,1259000,1277400,1296300,1305600,1310800,1313400,1313500,1314500,1328000,1347900,1376100,1409500,1431400,1441600,1453100,1468100,1492000,1518100.0,1531300.0,1525300.0,1509000.0,1520400,1543900,1547400,1526000,1523700,1527200,1541600.0,1557800,1582900,1598900,1646100,1720500,1787100,1598900.0,1225850.0,9.26003208401478,2085476.3714973282,1820603.6866087208,1856222.1003273465,1893635.2235074136,1926774.6252022947,1948544.8181959162,1963665.1371146152,1961856.2895427851,1960721.6944917636,1965996.0173793796,1970820.6086711134,1963673.402092477,1958806.159024901,1957691.6850332937,1959659.7919628357,1961834.1033780489,1967056.8218236875,1968843.5014059464,1972305.0811483173,1979812.319701897,1989812.4131903201,1995836.477778524,2002420.1744564667,2009760.6142710794,2017754.7965228606,2024913.8513539906,2033049.791932794,2039127.1376556945,2044747.6916730595,2051048.572130211,2058400.2277335578,2064000.7413411855,2069575.8382023657,2075263.6077743392,2081281.2909860543,2086927.5561161335,2093289.509936953,2099066.3422182584,2104697.980273435,2110540.4521473628,2117072.738835293,2123047.1601083833,2129060.313764006,2135105.324829746,2141330.0847692643,2147333.3446114776,2153669.666280086,2159799.130105865,2165831.95160396,2171833.1371408417,2178135.0581116923,2184212.0197012015,2190287.9628284005,2196341.306909933,2202478.1258991854,2208486.638647135,2214641.9055701396,2220734.4969282034,2226798.074320322,2232814.518077181,2238971.5218539783,2245049.8819296733,2251135.2468178733,2257204.8540426516,2263322.730708222,2269376.5765570565,2275493.336913738,2281591.557279459,2287685.519609318,2293744.3121739523,2299863.5800982313,2305952.4807461514,2312045.732692865,2318126.681562849,2324232.5827479325,2330306.5392473824,2336405.5487356745,2342498.07754742,2348593.433994002,2354668.2921488867,2360768.974193655,2366857.9493602263,2372950.2903772574,2379035.1769717694,2385133.26549335,2391216.56259439,2397309.9505389147,2403400.674357466,2409495.099456958,2415578.842422969,2421673.4914554055,2427763.381893114,2433855.473417681,2439943.1976055987,2446037.5811658325,2452125.2416095915,2458216.9178958037,2464307.12761309,2470400.029006492,2476487.6546548395,2482579.8567466093,2488670.011181094,2494761.5279102214,2500850.6233273395,2506943.0008427245,2513032.4075719146,2519123.475739855,2525213.6678632754,2531305.51270606,2537394.8608084135,2543486.1447920175,2549576.4996541673,2555667.660290496,2561757.527936517,2567848.9705641116,2573939.113417844,2580029.976050018,2586120.3078932525,2592211.557353159,2598301.6512776217,2604392.571709102,2610483.046459231,2616573.97827811,2622664.2404735344,2628755.242823257,2634845.677455295,2640936.4432565994,2647026.89889239,2653117.8352487087,2659208.245486246,2665299.0154874744,2671389.5636229413,2677480.363080549,2683570.825087,2689661.629750444,2695752.1843808424,2701842.8996771644,2707933.4408627036,2714024.2238663044,2720114.769143179,2726205.474549957,2732296.066663961,2738386.793006665,2744477.3529232563,2750568.0698699155,2756658.6748025473,2762749.360607513,2768839.9522575988,2774930.6621919167,2781021.264940976,2787111.9408142394,2793202.558198083,2799293.2455578716,2805383.8523068978,2811474.530721735,2817565.157844798,2823655.82647949,2829746.4457890606,2835837.121833738,2841927.7494046683,2848018.4112103223,2854109.042765473,1910204.924354854,1962764.845817631,2021334.3239384256,2366857.9493602263,2168832.5443724007,2242010.7018918255,2315086.207127857,2388174.91404387,2461262.0227544466,2534350.1867572367,2607437.809084167,2680525.594083775,2753613.372336231,2823655.82647949,2366857.9493602263
3,10011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1384000.0,1325500.0,1297400.0,1313500.0,1332400.0,1314500.0,1296700.0,1295100.0,1280000.0,1255300.0,1250800.0,1261200.0,1291100.0,1333900.0,1358500.0,1382600.0,1438800.0,1473100.0,1444500.0,1407100.0,1400300.0,1401600.0,1400500.0,1393700.0,1396100.0,1413200.0,1428200.0,1442400.0,1459000.0,1466500.0,1462000.0,1464300.0,1483300.0,1514600.0,1541900.0,1563500.0,1591300.0,1609900.0,1630300.0,1639200.0,1626700.0,1618900.0,1635400.0,1642000.0,1648300.0,1671100.0,1681400.0,1691600.0,1706200.0,1711100.0,1714100.0,1733400.0,1737700.0,1719900.0,1678200.0,1628400.0,1578300.0,1528400.0,1489200.0,1467000.0,1449400.0,1432100.0,1422700.0,1402200.0,1378600.0,1372300.0,1393100.0,1430000.0,1462100.0,1476800.0,1479000.0,1476600.0,1461200.0,1448300.0,1441600.0,1444300.0,1438600.0,1434100.0,1439300.0,1437700.0,1430300.0,1426800.0,1427800.0,1424600.0,1432800.0,1456500.0,1485100.0,1500200.0,1509600.0,1518500.0,1530800.0,1538000.0,1530500.0,1524500.0,1546500.0,1574800.0,1599600.0,1622500.0,1639000.0,1656100.0,1684600.0,1703000.0,1710000.0,1734300.0,1765200.0,1786000.0,1810700.0,1841500,1867600,1882200,1897000,1917300,1963400,1999200,2003500,2007900,2027700,2043500,2056300,2064500,2066000,2057900,2031300,1999000,1979200,1982900,2001600,2014700,2023500,2055300,2078300,2083600,2088800,2110600,2127500,2168900,2204700,2216100.0,2212500.0,2222600.0,2231900.0,2250800,2285200,2329100,2354000,2355500,2352200,2332100.0,2313300,2319600,2342100,2365900,2419700,2480400,2342100.0,2029500.0,4.891136928421047,2702849.179600887,2517421.9677789896,2530817.593486982,2541160.762839605,2548937.66894137,2556661.7628366146,2564071.338666284,2571514.667771958,2578914.287327418,2586323.742490294,2593726.462914765,2601131.279095423,2608534.983117143,2615939.0922622867,2623343.0101715135,2630747.003345454,2638150.9629171696,2645554.936224544,2652958.9035620824,2660362.8733854955,2667766.8421424474,2675170.811347501,2682574.780361524,2689978.7494561663,2697382.718516545,2704786.6875914144,2712190.6566601344,2719594.625731458,2726998.5948016774,2734402.5638723643,2741806.532942853,2749210.502013426,2756614.471083963,2764018.440154515,2771422.409225061,2778826.3782956097,2786230.347366157,2793634.3164367047,2801038.2855072524,2808442.2545778,2815846.223648348,2823250.1927188956,2830654.1617894433,2838058.130859991,2845462.099930539,2852866.0690010865,2860270.0380716342,2867674.007142182,2875077.9762127297,2882481.9452832774,2889885.914353825,2897289.883424373,2904693.8524949206,2912097.8215654683,2919501.790636016,2926905.759706564,2934309.7287771115,2941713.6978476592,2949117.666918207,2956521.6359887547,2963925.6050593024,2971329.57412985,2978733.543200398,2986137.5122709456,2993541.4813414933,3000945.450412041,3008349.419482589,3015753.3885531365,3023157.357623684,3030561.326694232,3037965.2957647797,3045369.2648353274,3052773.233905875,3060177.202976423,3067581.1720469706,3074985.1411175183,3082389.110188066,3089793.0792586138,3097197.0483291615,3104601.017399709,3112004.986470257,3119408.9555408047,3126812.9246113524,3134216.8936819,3141620.862752448,3149024.8318229956,3156428.8008935433,3163832.769964091,3171236.7390346387,3178640.7081051865,3186044.677175734,3193448.646246282,3200852.6153168296,3208256.5843873774,3215660.553457925,3223064.522528473,3230468.4915990205,3237872.4606695683,3245276.429740116,3252680.3988106637,3260084.3678812115,3267488.336951759,3274892.306022307,3282296.2750928546,3289700.2441634024,3297104.21323395,3304508.182304498,3311912.1513750455,3319316.1204455933,3326720.089516141,3334124.0585866887,3341528.0276572364,3348931.996727784,3356335.965798332,3363739.9348688796,3371143.9039394273,3378547.873009975,3385951.842080523,3393355.8111510705,3400759.7802216182,3408163.749292166,3415567.7183627137,3422971.6874332614,3430375.656503809,3437779.625574357,3445183.5946449046,3452587.5637154523,3459991.532786,3467395.501856548,3474799.4709270955,3482203.439997643,3489607.409068191,3497011.3781387387,3504415.3472092864,3511819.316279834,3519223.285350382,3526627.2544209296,3534031.2234914773,3541435.192562025,3548839.1616325728,3556243.1307031205,3563647.099773668,3571051.068844216,3578455.0379147637,3585859.0069853114,3593262.976055859,3600666.945126407,3608070.9141969546,3615474.8832675023,3622878.85233805,3630282.8214085978,3637686.7904791455,3645090.759549693,3652494.728620241,3659898.6976907887,3667302.6667613364,3674706.635831884,3682110.604902432,3689514.5739729796,3696918.5430435273,3704322.512114075,3711726.4811846227,2545049.2158904877,2612237.0376897147,2701084.7030539797,3119408.9555408047,2878779.960748004,2967627.5895945765,3056475.218441149,3145322.847287722,3234170.4761342946,3323018.1049808674,3411865.73382744,3500713.362674013,3589560.9915205855,3674706.635831884,3119408.9555408047
